address|city|customerId|customerName|phoneNumber|state
39001 Miami|Miami|405-19-5562|Bryson Vaughan|825-966-719|Vermont
55671 New York|New York|108-64-5132|Charles Swanson|811-914-546|California
83187 Miami|Miami|534-08-2555|Jacob Webster|481-759-2569|Idaho
75170 San Francisco|San Francisco|148-07-1634|Sophie Alvarado|871-772-674|Maryland
49939 Miami|Miami|725-93-0145|Charles Miller|530-461-0917|Idaho
89633 Washington|Washington|342-29-4687|Easton Pollard|349-031-801|Newfoundland
24277 New York|New York|199-87-4478|Cameron Houston|066-695-3701|Nunavut
76491 New York|New York|674-20-1665|Jose West|061-939-930|New Hampshire
97748 New York|New York|533-38-9835|Thomas Vega|465-278-8127|British Columbia
93366 New York|New York|059-20-9493|Grace Peck|405-708-7198|Guam
90775 Miami|Miami|532-72-9848|Harper Oneill|517-267-7316|American Samoa
91465 Washington|Washington|032-89-9676|Allison Velazquez|573-200-819|Montana
11625 Miami|Miami|280-51-4109|Dominic Stokes|195-365-255|Montana
62887 New York|New York|820-26-1845|Evelyn Fitzgerald|421-472-998|Tennessee
59844 Miami|Miami|741-85-6051|Isabella Short|009-380-8207|Iowa
66303 Miami|Miami|167-18-2424|Eli Monroe|146-281-787|New Jersey
79600 Washington|Washington|206-10-8121|Mackenzie Norman|495-340-117|Virgin Islands
39542 San Francisco|San Francisco|820-08-2726|Bentley Kane|202-822-6638|Mississippi
23895 Washington|Washington|864-89-5584|Damian Noble|341-111-0151|Indiana
31045 San Francisco|San Francisco|707-92-7823|Ella Gould|219-999-4179|Northwest Territories
24146 Miami|Miami|371-01-6168|Wyatt Henson|472-349-310|Saskatchewan
80484 Washington|Washington|537-34-3442|Easton Burris|070-733-7077|Mississippi
88483 San Francisco|San Francisco|814-89-6134|Christian Ruiz|437-872-8468|Maine
10881 San Francisco|San Francisco|164-12-5155|Alexander Evans|060-086-446|Georgia
85308 New York|New York|615-14-8526|Hannah Shepherd|197-514-723|Maryland
24111 Washington|Washington|094-77-2158|Isaac Stanley|930-056-772|Yukon Territory
36122 Washington|Washington|623-22-6817|Zachary Workman|408-368-7652|Guam
15816 Miami|Miami|263-07-8147|Layla Palmer|229-287-6367|California
71806 Washington|Washington|419-01-2270|Carter Jacobson|340-577-5480|Nevada
20680 San Francisco|San Francisco|433-37-0860|Alyssa Duncan|733-533-8342|Illinois
80844 New York|New York|129-85-9182|Taylor Mcknight|510-094-142|California
06703 Washington|Washington|637-76-7525|Jason Santiago|453-909-133|Indiana
91001 Miami|Miami|539-70-8883|Sophie Clay|234-127-829|Indiana
93812 San Francisco|San Francisco|069-62-1586|Carter Calhoun|223-678-3482|Idaho
61506 Miami|Miami|776-87-5547|Damian Myers|873-049-534|Northwest Territories
28241 New York|New York|753-45-7193|Mason Hayes|887-295-992|Ohio
14678 San Francisco|San Francisco|345-41-8350|London Frederick|717-549-463|District Of Columbia
59059 New York|New York|660-62-7842|Victoria Daugherty|589-814-502|Hawaii
49997 San Francisco|San Francisco|371-11-3781|Zoey Kim|073-343-1740|Quebec
13080 Miami|Miami|308-46-8189|Daniel Parks|693-110-4016|New Mexico
26142 Washington|Washington|583-12-6292|Lucy Maxwell|765-614-281|Nevada
55745 Washington|Washington|535-26-9979|Samuel Harding|978-921-168|Nunavut
67866 San Francisco|San Francisco|869-81-9520|Jasmine Riley|540-471-5840|Pennsylvania
70777 Miami|Miami|550-65-2481|Carlos Benson|052-961-316|Illinois
56608 Washington|Washington|867-58-6176|Kayla Cole|956-971-113|Wisconsin
38824 Miami|Miami|415-65-6382|Josiah Reilly|036-596-251|North Carolina
09729 San Francisco|San Francisco|736-68-0864|Christian Fulton|365-013-377|Missouri
29893 New York|New York|752-58-0595|Khloe Bush|850-058-9070|Ontario
91195 San Francisco|San Francisco|356-21-9665|Madeline Johnson|900-805-3437|South Carolina
75630 Miami|Miami|047-82-7440|Ashley Byers|369-659-056|New Brunswick
54562 Washington|Washington|027-17-7274|Natalie Olson|472-406-859|New Hampshire
87098 Washington|Washington|294-78-3783|Caleb Moses|369-963-083|Kentucky
48275 New York|New York|826-60-0580|Sophia Burks|140-892-882|New Brunswick
43598 San Francisco|San Francisco|076-36-4117|Maya Frank|794-070-121|California
34892 Washington|Washington|813-38-5163|Luke Chase|743-621-402|Manitoba
75246 New York|New York|772-91-3923|Ellie Mcintosh|620-386-113|Pennsylvania
81222 Miami|Miami|693-30-9418|Parker Robertson|290-696-766|Illinois
65174 San Francisco|San Francisco|174-36-4337|Naomi Marquez|922-065-5279|Vermont
47653 New York|New York|275-17-1135|Audrey Mendoza|035-329-1502|Newfoundland
74495 New York|New York|134-11-8186|Ethan Suarez|591-028-179|North Carolina
52226 Washington|Washington|175-68-7995|Mason Kemp|889-584-860|Nevada
88405 New York|New York|634-74-0767|London Robertson|746-159-089|Alaska
11254 Washington|Washington|456-61-9586|Christian Estes|244-930-249|Nebraska
18809 New York|New York|315-46-1719|Kaylee Sandoval|900-402-3247|Tennessee
92418 Miami|Miami|298-05-1554|Alexis Preston|429-687-7707|Massachusetts
47382 New York|New York|874-12-8364|Alexis Nicholson|842-783-9387|Massachusetts
89644 New York|New York|064-86-2864|Aubrey Scott|847-353-0452|Rhode Island
95324 New York|New York|536-61-6875|Brayden Chambers|713-132-916|Mississippi
46897 Miami|Miami|198-37-5533|Alexis Macdonald|099-621-2547|Maine
36787 New York|New York|550-58-7093|Jackson Bridges|190-593-3448|Nunavut
90671 Washington|Washington|257-65-1123|Grayson Williams|591-424-249|Texas
66306 New York|New York|796-08-5956|Jasmine Serrano|420-623-758|Iowa
17914 San Francisco|San Francisco|647-07-2361|Amelia Merrill|842-630-658|Newfoundland
39222 San Francisco|San Francisco|359-26-9041|Makayla Madden|026-038-061|British Columbia
88873 New York|New York|159-14-6394|Madison Kirkland|221-378-666|Oregon
66759 San Francisco|San Francisco|013-59-2593|Elizabeth Olsen|903-120-313|Mississippi
92494 San Francisco|San Francisco|419-91-9377|Faith Shelton|012-205-1520|Nebraska
45348 Washington|Washington|137-18-7301|Mackenzie Greene|393-364-477|Rhode Island
22601 Miami|Miami|318-60-3872|Anthony Holmes|116-702-954|Louisiana
91249 Miami|Miami|186-43-9817|Nathaniel Day|916-890-5452|New Brunswick
74286 New York|New York|574-35-6881|Piper Jimenez|942-409-7351|Idaho
04190 San Francisco|San Francisco|702-11-4257|Joseph Fleming|608-610-702|New Brunswick
54522 Washington|Washington|424-34-5405|Nicholas Parker|482-358-6652|Louisiana
60404 Washington|Washington|686-03-9142|Nolan Summers|252-427-2238|Kentucky
75732 Miami|Miami|595-07-7180|Natalie Leblanc|905-231-599|Manitoba
16632 San Francisco|San Francisco|148-47-4496|Madelyn Bowen|777-138-614|Pennsylvania
39248 New York|New York|098-59-5961|Alexa Lester|294-313-2334|Wisconsin
62217 Washington|Washington|085-27-9537|Nolan Morse|159-576-8461|Michigan
08750 Washington|Washington|621-93-9031|Henry Marsh|374-559-3615|New York
52777 Miami|Miami|679-60-2052|Alex Middleton|153-028-915|Connecticut
68521 San Francisco|San Francisco|511-14-4681|Lillian Rogers|531-371-053|Illinois
90775 Miami|Miami|386-93-8868|Kevin Stewart|498-407-095|Missouri
30758 Washington|Washington|173-90-5850|Allison Henson|063-744-2643|Alberta
78868 San Francisco|San Francisco|185-74-3275|Peyton Woodard|379-801-405|Yukon Territory
95700 San Francisco|San Francisco|444-48-1019|Kayden Delacruz|774-356-4436|Maine
83662 New York|New York|315-64-6414|Scarlett Bell|164-938-4173|New Jersey
82137 New York|New York|218-04-5445|Alyssa Emerson|955-891-626|New Mexico
28332 Miami|Miami|717-06-5831|Alexis Flowers|450-771-547|Maryland
50763 San Francisco|San Francisco|497-50-8391|Isaiah Foreman|307-075-9611|Connecticut
06012 San Francisco|San Francisco|784-84-3495|Ella Ortega|710-912-211|Connecticut
79946 Miami|Miami|858-16-6463|Jacob Manning|311-133-295|Nova Scotia
46737 Washington|Washington|063-53-1890|Angel Lindsey|285-810-5602|Delaware
57784 Miami|Miami|726-24-9540|Madelyn Vazquez|064-192-912|Virgin Islands
37516 New York|New York|762-51-8424|Adam Allen|487-860-546|Tennessee
60188 Washington|Washington|504-02-2832|Gabriel Rogers|622-184-428|Saskatchewan
96890 San Francisco|San Francisco|824-87-3224|Jason Mccarty|171-427-8087|South Carolina
02783 New York|New York|143-29-1621|Gabriel Vang|429-578-7834|North Dakota
87450 Washington|Washington|490-02-0168|Anthony Jacobson|785-354-820|California
09222 New York|New York|411-08-6973|Gabriel Reyes|034-910-8227|Kentucky
66559 San Francisco|San Francisco|066-42-1761|Bryson Bailey|357-082-5716|Kansas
47223 New York|New York|066-21-5804|Cameron Wolfe|195-905-8432|South Carolina
29439 Miami|Miami|438-49-0123|Alyssa Booth|804-529-6153|Manitoba
99578 New York|New York|136-07-3083|Angel Berger|913-309-011|Maryland
47967 Miami|Miami|504-37-0592|Sebastian Beck|660-311-426|Ontario
94785 New York|New York|679-57-1365|Bryson Haynes|250-542-2781|Georgia
55735 Miami|Miami|043-45-9386|Ryder Mcbride|072-354-294|Idaho
53006 New York|New York|247-44-8547|Jordan Delgado|001-484-073|South Carolina
36995 New York|New York|399-66-0623|Elizabeth Brooks|091-521-2671|British Columbia
98841 San Francisco|San Francisco|530-31-5125|Gianna Powell|262-624-556|Utah
53284 Washington|Washington|063-19-4602|Makayla Mathis|225-641-310|California
08310 New York|New York|643-17-7959|Nathan Frazier|983-788-0578|Nunavut
79492 San Francisco|San Francisco|328-60-0641|Juan Stephens|961-262-142|Washington
80783 Washington|Washington|050-97-6578|Trinity Carroll|753-391-822|British Columbia
59480 New York|New York|632-92-6751|Jose Fitzgerald|504-030-4091|Guam
77290 Miami|Miami|610-58-2125|Natalie Mason|463-632-133|West Virginia
51541 Washington|Washington|355-64-5420|Alyssa Barnett|206-861-4133|New Hampshire
46034 Miami|Miami|094-96-4657|Aubrey Rivas|009-220-589|Nunavut
75404 New York|New York|546-19-4829|Madison Hill|906-053-0360|Minnesota
43271 San Francisco|San Francisco|702-11-0289|Grace Steele|540-561-1392|Pennsylvania
44659 Miami|Miami|877-05-4940|Blake Gillespie|660-503-500|Delaware
27954 Miami|Miami|710-91-6481|Alexander Emerson|297-132-6099|Massachusetts
03275 San Francisco|San Francisco|308-94-4322|Brody Wheeler|473-036-4413|Iowa
25378 Miami|Miami|453-23-9124|Alexa Richmond|701-483-085|New Hampshire
32537 San Francisco|San Francisco|121-50-9345|Tyler Lester|476-261-939|Rhode Island
36806 New York|New York|862-47-9873|Annabelle Strong|930-236-8314|Rhode Island
50960 Washington|Washington|193-76-7390|Brody Beach|837-609-758|Delaware
76847 San Francisco|San Francisco|180-84-9751|Molly Parrish|325-649-5392|Puerto Rico
64943 Washington|Washington|698-78-1715|Henry Kline|973-351-581|Florida
33547 San Francisco|San Francisco|848-34-5375|Leah Mckay|523-465-866|Florida
64942 Miami|Miami|828-22-7909|Audrey Talley|038-183-5150|Florida
94513 New York|New York|634-61-4702|Jacob Watkins|841-725-0784|Iowa
28519 New York|New York|516-54-2216|Grayson Knox|314-435-9525|Prince Edward Island
29155 New York|New York|896-09-1690|Nathan Ford|270-624-485|Delaware
16437 San Francisco|San Francisco|208-35-7523|Allison Stephens|166-389-148|South Carolina
91444 Miami|Miami|483-20-7841|Isaiah Roth|280-245-2385|Yukon Territory
00775 Washington|Washington|239-22-4680|Emily Chen|723-136-615|Nunavut
03045 San Francisco|San Francisco|328-14-2570|Juan Robles|805-507-211|Wisconsin
14768 Miami|Miami|236-44-0893|Hailey Vance|241-352-761|British Columbia
23373 Washington|Washington|756-42-8597|Mackenzie Moon|157-687-814|Quebec
87533 San Francisco|San Francisco|554-20-0542|Bryson Jensen|821-202-1253|Alberta
78237 Washington|Washington|475-32-8219|Bentley Roberts|212-428-312|California
43114 Washington|Washington|855-32-8469|Lillian Barrera|544-868-274|Michigan
94457 Washington|Washington|637-72-6632|Jayden Shepard|118-376-9517|South Carolina
79027 Miami|Miami|009-92-5358|Aiden Graves|517-801-536|Delaware
01787 New York|New York|446-24-3730|Lydia Emerson|664-481-7883|Arkansas
99493 Washington|Washington|706-34-2843|Bryson Osborn|858-841-4673|New York
92812 New York|New York|553-52-5042|Dominic Duncan|180-543-583|Vermont
52126 Miami|Miami|766-59-4117|Elizabeth Booker|870-185-9428|Maine
38678 New York|New York|036-91-8774|Gianna Gonzalez|367-435-6222|Vermont
26373 Washington|Washington|298-85-0860|William Strickland|793-046-4880|Missouri
65811 Washington|Washington|494-24-1818|Liam Booth|826-703-296|Rhode Island
55189 New York|New York|398-94-2820|Sofia Carr|176-498-219|Indiana
20880 Washington|Washington|659-28-6514|Audrey Harmon|440-414-386|Maryland
46184 San Francisco|San Francisco|523-78-4482|Nathaniel Hester|557-209-8785|Texas
24685 San Francisco|San Francisco|198-59-2256|Bryson Sykes|491-183-660|Wisconsin
98546 San Francisco|San Francisco|689-61-8596|Damian Figueroa|203-982-977|Alabama
37585 Miami|Miami|037-12-9904|Nevaeh Pittman|677-207-8174|Mississippi
73334 New York|New York|899-70-9203|Damian Little|459-340-7840|Northwest Territories
32241 San Francisco|San Francisco|877-96-4438|Jason Greer|240-845-7725|South Dakota
34069 Washington|Washington|841-78-7904|Arianna Oneil|182-521-165|Northwest Territories
21482 Miami|Miami|190-25-6170|Natalie Ballard|226-841-1686|Massachusetts
89582 Miami|Miami|291-21-9244|Robert Murray|506-821-519|Pennsylvania
62593 New York|New York|627-95-8593|Kayla Benton|621-589-643|Tennessee
45758 Miami|Miami|026-89-1358|Josiah Schneider|230-006-627|Minnesota
24025 New York|New York|463-03-6052|Caroline English|281-442-7010|Wyoming
41890 New York|New York|269-04-5932|Sarah Stein|988-177-9933|Manitoba
55240 Miami|Miami|716-92-9480|Maya Kaufman|999-792-1761|Kansas
98286 San Francisco|San Francisco|717-01-5385|Sophia Burke|250-940-2923|Georgia
53906 New York|New York|008-80-8938|Anna Aguilar|398-166-5545|Virginia
17304 Miami|Miami|298-80-2580|Reagan Mullins|379-018-1749|Michigan
45514 Miami|Miami|548-45-9090|Cooper Weber|143-469-154|Virgin Islands
98602 Miami|Miami|108-15-2576|Zoe George|117-790-619|Kentucky
66081 New York|New York|736-97-2333|Chase Pena|851-123-153|North Carolina
78174 San Francisco|San Francisco|087-78-7869|Violet Davidson|687-160-6602|New Jersey
88595 New York|New York|488-81-9647|Aria Lawrence|811-030-8018|New Jersey
29294 Miami|Miami|468-89-4951|Genesis Daniels|685-613-781|Iowa
96587 Miami|Miami|635-54-8393|Sydney Valenzuela|346-664-651|Colorado
84863 San Francisco|San Francisco|419-19-3127|Gabriel Houston|401-590-6496|Rhode Island
90441 Washington|Washington|839-30-7785|Caroline Ferrell|374-611-8954|Newfoundland
36940 Miami|Miami|648-18-1187|Aaron King|176-052-3083|District Of Columbia
41070 Miami|Miami|243-18-5531|Samantha Buck|442-521-6256|Maine
70737 Miami|Miami|713-52-0594|Ryan Hewitt|191-172-959|South Dakota
78066 Washington|Washington|575-19-6975|Caroline Baker|968-732-9960|New York
10742 Miami|Miami|408-84-7496|Serenity Alexander|091-698-2396|New Hampshire
59508 New York|New York|290-68-0714|Maya Kennedy|966-437-6388|Tennessee
75312 San Francisco|San Francisco|833-44-0997|Eli Gamble|600-066-8466|Nunavut
69845 San Francisco|San Francisco|836-32-0424|Kayden Wall|675-393-3407|Texas
03833 Miami|Miami|036-88-5108|Allison Hughes|487-954-509|Montana
55238 New York|New York|723-76-6040|Violet Roman|353-182-2059|Oregon
60384 San Francisco|San Francisco|627-88-9260|Lydia Wilson|965-098-0730|Washington
46466 New York|New York|880-47-7757|Jack Tucker|367-183-043|North Dakota
64370 San Francisco|San Francisco|883-94-3067|Alexis Nicholson|552-806-8583|Virginia
38266 New York|New York|136-05-2082|Kimberly Oneil|904-701-5465|Virginia
78987 Miami|Miami|710-56-7001|Emma Bender|954-345-9502|Florida
29665 Miami|Miami|627-77-2878|Damian Pena|110-989-0288|Alberta
39606 Washington|Washington|445-02-9206|Alex Hebert|637-068-492|Mississippi
91056 Washington|Washington|233-50-0945|Serenity Tillman|100-987-463|Maryland
21008 Miami|Miami|781-66-6738|Luis Herrera|094-614-754|Pennsylvania
53994 New York|New York|342-82-8516|Gianna Ortega|414-783-218|Maryland
56287 San Francisco|San Francisco|129-53-8208|Chase Dunlap|677-697-492|Colorado
39603 Miami|Miami|421-62-5738|Zachary Huffman|331-031-898|West Virginia
38584 Washington|Washington|544-83-1565|Jose Osborn|179-155-0346|Texas
14521 San Francisco|San Francisco|658-86-9475|Colton Trevino|769-635-707|Guam
78597 San Francisco|San Francisco|404-29-4761|Brayden Boyle|990-632-8082|Tennessee
29470 San Francisco|San Francisco|784-52-0201|Eli Yates|304-668-231|Kansas
16627 Miami|Miami|516-05-9360|Genesis Fleming|592-190-856|Massachusetts
24336 New York|New York|177-43-3831|Anna Potts|794-145-2395|New Jersey
60902 New York|New York|733-44-6872|Kennedy Love|921-726-5734|Iowa
57830 Washington|Washington|546-60-7591|Brody Anthony|618-159-9388|West Virginia
54411 New York|New York|479-82-6732|Kennedy Middleton|299-320-523|District Of Columbia
46237 New York|New York|662-82-7789|Tyler Foreman|835-205-4701|Nunavut
66838 New York|New York|488-72-0338|Chase Walsh|867-227-4262|Colorado
27849 New York|New York|318-48-5656|Nicholas Heath|843-818-5048|Oregon
24454 New York|New York|378-28-9824|Annabelle Wolfe|571-629-0046|Washington
40684 Washington|Washington|343-98-4599|Alexander Bailey|333-336-974|British Columbia
29085 New York|New York|362-20-4461|Jayden Ware|815-972-9298|New Brunswick
84554 New York|New York|465-50-2766|Taylor Blackwell|835-964-2569|Oregon
88831 Miami|Miami|656-93-3609|Jacob Massey|079-038-2402|Rhode Island
75670 San Francisco|San Francisco|546-87-4809|Genesis Weiss|840-935-066|Hawaii
07874 New York|New York|538-47-2776|Robert Alston|249-044-6135|Prince Edward Island
19528 Miami|Miami|860-44-2269|Katherine Huffman|588-655-461|Connecticut
77898 Miami|Miami|232-52-3762|Isaac Vasquez|550-490-899|Newfoundland
86319 San Francisco|San Francisco|403-84-0983|Kayden Schwartz|022-549-201|Kansas
17725 Miami|Miami|631-45-8579|Jaxon Blanchard|224-462-0018|Illinois
50140 Washington|Washington|752-72-9219|Jason Becker|654-290-9685|Alberta
65695 Washington|Washington|008-45-0606|Avery Yates|716-268-177|Indiana
85698 Washington|Washington|451-47-0595|Jocelyn Morgan|249-014-016|Kentucky
93067 Washington|Washington|399-24-1659|Justin Knox|985-571-8507|New Jersey
25926 Miami|Miami|630-89-6222|Julia Fuller|502-047-0481|Connecticut
64746 Miami|Miami|481-85-6579|Makayla Moore|327-613-7798|Missouri
70265 San Francisco|San Francisco|200-74-8486|Lillian Bradley|105-367-6174|Indiana
36268 Washington|Washington|839-85-8428|Natalie Dennis|090-730-303|Northwest Territories
57079 New York|New York|646-01-8575|Thomas Chambers|792-997-004|Michigan
20575 New York|New York|416-30-9146|Carter Saunders|510-540-237|New Mexico
49052 Washington|Washington|103-52-0918|Kennedy Vaughn|073-645-847|Oklahoma
52709 San Francisco|San Francisco|052-90-8098|Ayden Weber|714-854-4266|Virginia
27924 New York|New York|420-01-6008|Alexa Richmond|341-351-9079|Tennessee
